source,file,indicator_code,indicator_name,unit,data_format,notes
WDI,WDICSV.csv,PV.STD.ERR,PV.STD.ERR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.PEF.TOTL.CD.WD,BX.PEF.TOTL.CD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.VAW.1549.ZS,SG.VAW.1549.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.BRTH.MF,SP.POP.BRTH.MF,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FI.RES.TOTL.DT.ZS,FI.RES.TOTL.DT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.COMP.CN,GC.XPN.COMP.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.CUAT.DO.MA.ZS,SE.TER.CUAT.DO.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.DST.10TH.10,SI.DST.10TH.10,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.RRWA.EA,SM.POP.RRWA.EA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.SGR.IRSK.ZS,SH.SGR.IRSK.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH_UHC_SCI_NCD,SH_UHC_SCI_NCD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FX.OWN.TOTL.ZS,FX.OWN.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.UNER.ZS,SE.PRM.UNER.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.ORTH,SH.STA.ORTH,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.DAB.TOTL.KN,NE.DAB.TOTL.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.AL.ZS,TM.VAL.MRCH.AL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.LMIC.GP,SI.POV.LMIC.GP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.SPI.PIL4,IQ.SPI.PIL4,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.YPKG.RV.ZS,GC.TAX.YPKG.RV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.ICTR.GN.ZS,NY.ADJ.ICTR.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.GSR.CMCP.ZS,BM.GSR.CMCP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.IND.EMPL.MA.ZS,SL.IND.EMPL.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.NET.BBND,IT.NET.BBND,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.PCAP.KD.ZG,NY.GNP.PCAP.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.FTOT.KD,NE.GDI.FTOT.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IE.PPI.TRAN.CD,IE.PPI.TRAN.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.MNG.IND,IC.MNG.IND,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.RDBN.CD,DT.NFL.RDBN.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.CACT.FM.ZS,SL.TLF.CACT.FM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.US.P2,IC.BRE.US.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.FCST.CD,NY.GDP.FCST.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FP.CPI.TOTL.ZG,FP.CPI.TOTL.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.INSF.ZS.WT,TM.VAL.INSF.ZS.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.POIS.P5,SH.STA.POIS.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.SVKL.CD,DC.DAC.SVKL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.ILOG.CD,DT.NFL.ILOG.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.0004.FE.5Y,SP.POP.0004.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.POP.DNST,EN.POP.DNST,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.ENRL,SE.PRM.ENRL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.STKB.CD,NE.GDI.STKB.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.SRV.0714.MA.ZS,SL.SRV.0714.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.CACT.MA.NE.ZS,SL.TLF.CACT.MA.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.DURS,IC.FRM.DURS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.CMPU.ZS,IC.FRM.CMPU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MANF.ZS.UN,TX.VAL.MANF.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.MMRT.NE,SH.STA.MMRT.NE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DYN.NCOM.MA.ZS,SH.DYN.NCOM.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.ODA.ODAT.XP.ZS,DT.ODA.ODAT.XP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.SGR.PROC.P5,SH.SGR.PROC.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.4044.MA.5Y,SP.POP.4044.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.STNT.FE.ZS,SH.STA.STNT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RQ.STD.ERR,RQ.STD.ERR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MRCH.BR.ZS,TM.TAX.MRCH.BR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.CUAT.UP.MA.ZS,SE.SEC.CUAT.UP.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.TOTL.SP.ZS,SL.EMP.TOTL.SP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.USE.PCAP.KG.OE,EG.USE.PCAP.KG.OE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.TOTL.CN,GC.XPN.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.PRVT.PC.KD,NE.CON.PRVT.PC.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.RS.ZS,TX.VAL.MRCH.RS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CH4.IC.MT.CE.AR5,EN.GHG.CH4.IC.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.AUTL.CD,DC.DAC.AUTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.GSR.NFSV.CD,BX.GSR.NFSV.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.NPRD.ZS,IC.FRM.NPRD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GB.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.ODA.ALLD.KD,DT.ODA.ALLD.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNAI.CD,DT.NFL.UNAI.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.TECH.RD.P6,SP.POP.TECH.RD.P6,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.CFT.ACCS.RU.ZS,EG.CFT.ACCS.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MANF.BR.ZS,TM.TAX.MANF.BR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DTH.NCOM.ZS,SH.DTH.NCOM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FP.CPI.TOTL,FP.CPI.TOTL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.CUAT.LO.FE.ZS,SE.SEC.CUAT.LO.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.IMRT.IN,SP.DYN.IMRT.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.PRS5.MA.ZS,SE.PRM.PRS5.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FX.OWN.TOTL.60.ZS,FX.OWN.TOTL.60.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.NNTY.PC.KD.ZG,NY.ADJ.NNTY.PC.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.IP.MT.CE.AR5,EN.GHG.CO2.IP.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IE.PPI.ICTI.CD,IE.PPI.ICTI.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BN.FIN.TOTL.CD,BN.FIN.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.PRS5.FE.ZS,SE.PRM.PRS5.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PA.NUS.PRVT.PP,PA.NUS.PRVT.PP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.EL5M.RU.ZS,AG.LND.EL5M.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.PRD.CROP.XD,AG.PRD.CROP.XD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.RSB.GNFS.ZS,NE.RSB.GNFS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.MLT.MAIN.P2,IT.MLT.MAIN.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.MKTP.PP.KD,NY.GDP.MKTP.PP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VC.IDP.NWDS,VC.IDP.NWDS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.BRTW.ZS,SH.STA.BRTW.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.PRTL.CD,DC.DAC.PRTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BN.KAC.EOMS.CD,BN.KAC.EOMS.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.LBL.TOTL.GD.ZS,GC.LBL.TOTL.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.OTHR.RV.ZS,GC.TAX.OTHR.RV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.ENRR.MA,SE.SEC.ENRR.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.BKWC.ZS,IC.FRM.BKWC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.REV.XGRT.CN,GC.REV.XGRT.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.SPI.PIL1,IQ.SPI.PIL1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.TCAQ.FE.ZS,SE.SEC.TCAQ.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.WORK.MA.ZS,SL.EMP.WORK.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VC.BTL.DETH,VC.BTL.DETH,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.IT.P2,IC.BRE.IT.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CC.PER.RNK,CC.PER.RNK,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.IMPT.ZS,GC.TAX.IMPT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.ODA.TLDC.CD,DC.ODA.TLDC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.TRAN.ZS.WT,TX.VAL.TRAN.ZS.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.UWT.TFRT,SP.UWT.TFRT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.AGR.TOTL.KD,NV.AGR.TOTL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FB.BNK.CAPA.ZS,FB.BNK.CAPA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.FS.OS,IC.BRE.FS.OS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.TRAN.XQ,IQ.CPA.TRAN.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.DAB.TOTL.ZS,NE.DAB.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.PRVT.CN.AD,NE.CON.PRVT.CN.AD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.TCHR.FE.ZS,SE.PRM.TCHR.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IS.RRS.TOTL.KM,IS.RRS.TOTL.KM,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.SPI.PIL3,IQ.SPI.PIL3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MRCH.SM.AR.ZS,TM.TAX.MRCH.SM.AR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.RMT.COST.IB.ZS,SI.RMT.COST.IB.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.CUAT.ZS,SE.PRM.CUAT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_EDUC_FE,HD_HCIP_EDUC_FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.NENR.FE,SE.SEC.NENR.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH_UHC_SCI_RMNCH,SH_UHC_SCI_RMNCH,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.0014,SH.HIV.0014,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.REVN.XQ,IQ.CPA.REVN.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.BNKL.ZS,IC.FRM.BNKL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.MKTP.KN,NY.GDP.MKTP.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CM.MKT.TRAD.CD,CM.MKT.TRAD.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.EL5M.UR.K2,AG.LND.EL5M.UR.K2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.PCAP.CN,NY.GNP.PCAP.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.CACT.FE.ZS,SL.TLF.CACT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.FE.MT.CE.AR5,EN.GHG.N2O.FE.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.PROG.ZS,SE.SEC.PROG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RQ.PER.RNK.LOWER,RQ.PER.RNK.LOWER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DSTC.XP.ZS,DT.DOD.DSTC.XP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MANF.SM.AR.ZS,TM.TAX.MANF.SM.AR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRE.TCAQ.ZS,SE.PRE.TCAQ.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.TCAQ.ZS,SE.SEC.TCAQ.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.FS.P3,IC.BRE.FS.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.STKB.CN,NE.GDI.STKB.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.USE.CRNW.ZS,EG.USE.CRNW.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CC.EST,CC.EST,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.GHED.PP.CD,SH.XPD.GHED.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.TOTL.KD,NV.IND.TOTL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.R4.ZS,TX.VAL.MRCH.R4.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.6569.MA.5Y,SP.POP.6569.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.OWGH.ME.MA.ZS,SH.STA.OWGH.ME.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.SUIC.P5,SH.STA.SUIC.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.TTF.GNFS.KN,NY.TTF.GNFS.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.INTM.ZS,SL.UEM.INTM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BN.KLT.DINV.CD,BN.KLT.DINV.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.KLT.DINV.WD.GD.ZS,BM.KLT.DINV.WD.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.NINT.ZS,SE.PRM.NINT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNDP.CD,DT.NFL.UNDP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.MMR.DTHS,SH.MMR.DTHS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH_UHC_FH40_IMPOV,SH_UHC_FH40_IMPOV,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.SVNX.GN.ZS,NY.ADJ.SVNX.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.GSR.ROYL.CD,BM.GSR.ROYL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.KLT.DINV.CD.WD,BX.KLT.DINV.CD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.WR.ZS,TX.VAL.MRCH.WR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.ODA.TOTL.CD,DC.ODA.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRL.TC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.TERT.PC.ZS,SE.XPD.TERT.PC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.IMP.GNFS.ZS,NE.IMP.GNFS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.TBS.INCD,SH.TBS.INCD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.MT.CE.AR5,EN.GHG.N2O.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.OWGH.MA.ZS,SH.STA.OWGH.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.VULN.ZS,SL.EMP.VULN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.DMK.SRCR.FN.ZS,SG.DMK.SRCR.FN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.MACR.XQ,IQ.CPA.MACR.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.CUAT.MS.ZS,SE.TER.CUAT.MS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.GSR.CCIS.ZS,BX.GSR.CCIS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VC.IHR.PSRC.FE.P5,VC.IHR.PSRC.FE.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IE.PPI.WATR.CD,IE.PPI.WATR.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.R4.ZS,TM.VAL.MRCH.R4.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.CHEL.CD,DC.DAC.CHEL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.BOND.CD,DT.NFL.BOND.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.FRST.ZS,AG.LND.FRST.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.GDP.PUSE.KO.PP,EG.GDP.PUSE.KO.PP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.PRVT.PP.CD,NE.CON.PRVT.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.IMP.GNFS.CN,NE.IMP.GNFS.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ACTI.1524.FE.NE.ZS,SL.TLF.ACTI.1524.FE.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.DNKL.CD,DC.DAC.DNKL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.TRF.PWKR.CD.DT,BX.TRF.PWKR.CD.DT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.65UP.FE.ZS,SP.POP.65UP.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.PRV.SMOK.MA,SH.PRV.SMOK.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.INTT.CN,GC.TAX.INTT.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.SPR.PC40.ZG,SI.SPR.PC40.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.MNF.0714.ZS,SL.MNF.0714.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.IMM.IDPT,SH.IMM.IDPT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.ITAL.CD,DC.DAC.ITAL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GSR.NFCY.CN,NY.GSR.NFCY.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ENR.PRSC.FM.ZS,SE.ENR.PRSC.FM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.DNGY.GN.ZS,NY.ADJ.DNGY.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.ENVR.XQ,IQ.CPA.ENVR.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.ELC.LOSS.ZS,EG.ELC.LOSS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.CON.FERT.ZS,AG.CON.FERT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.GOVT.CN,NE.CON.GOVT.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.FTOT.ZS,NE.GDI.FTOT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_OVRL_MA,HD_HCIP_OVRL_MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.NLDL.CD,DC.DAC.NLDL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.HYGN.UR.ZS,SH.STA.HYGN.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRL.TC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.REV.SOCL.CN,GC.REV.SOCL.CN,,long (each row is country-year-indicator),Actual indicator codes
