source,file,indicator_code,indicator_name,unit,data_format,notes
WDI,WDICSV.csv,SI.DST.FRST.10,SI.DST.FRST.10,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.TR.MT.CE.AR5,EN.GHG.N2O.TR.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.6064.FE.5Y,SP.POP.6064.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PA.NUS.PPPC.RF,PA.NUS.PPPC.RF,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DYN.0509,SH.DYN.0509,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.NNTY.KD,NY.ADJ.NNTY.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.UNER.FE,SE.PRM.UNER.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.EXP.GNFS.KN,NE.EXP.GNFS.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.ODA.TOTL.KD,DC.ODA.TOTL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.ENRL.TC.ZS,SE.TER.ENRL.TC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.TCHR,SE.SEC.TCHR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.NEET.FE.ZS,SL.UEM.NEET.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.TRVL.ZS.WT,TM.VAL.TRVL.ZS.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.MA.ZS,SL.TLF.0714.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.PRIM.ZS,SE.XPD.PRIM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.CACT.ZS,SL.TLF.CACT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,LP.IMP.DURS.MD,LP.IMP.DURS.MD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.GRCL.CD,DC.DAC.GRCL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.H2O.SMDW.RU.ZS,SH.H2O.SMDW.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.PRS5.ZS,SE.PRM.PRS5.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.4549.MA.5Y,SP.POP.4549.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.AEDU.CD,NY.ADJ.AEDU.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.REG.BRTH.RU.ZS,SP.REG.BRTH.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.MKTP.CD,NY.GDP.MKTP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ACTI.FE.ZS,SL.TLF.ACTI.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,LP.LPI.LOGS.XQ,LP.LPI.LOGS.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.OPIP.EA,SM.POP.OPIP.EA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.OWGH.FE.ZS,SH.STA.OWGH.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.IC.MT.CE.AR5,EN.GHG.CO2.IC.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.PRD.LVSK.XD,AG.PRD.LVSK.XD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.ALL.MT.CE.AR5,EN.GHG.ALL.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GE.PER.RNK.LOWER,GE.PER.RNK.LOWER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.ODFC.UR.ZS,SH.STA.ODFC.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.HPT.THRD.NO,EN.HPT.THRD.NO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.FEC.RNEW.ZS,EG.FEC.RNEW.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.FE.ZS,SL.TLF.0714.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.MED.CMHW.P3,SH.MED.CMHW.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.PC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.TOTL.SP.FE.ZS,SL.EMP.TOTL.SP.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.1524.SP.MA.ZS,SL.EMP.1524.SP.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_OTJL_MA,HD_HCIP_OTJL_MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.TCHR.FE.ZS,SE.SEC.TCHR.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.RMT.COST.OB.ZS,SI.RMT.COST.OB.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.CON.1524.MA.ZS,SH.CON.1524.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_sa_allsa.cov_q3_tot,per_sa_allsa.cov_q3_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.TOTL.KD,NE.GDI.TOTL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MMTL.ZS.UN,TX.VAL.MMTL.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.BASS.RU.ZS,SH.STA.BASS.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.SW.MA.TM,SL.TLF.0714.SW.MA.TM,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FS.AST.PRVT.GD.ZS,FS.AST.PRVT.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.FTOT.CN,NE.GDI.FTOT.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.IRAI.XQ,IQ.CPA.IRAI.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,LP.LPI.TIME.XQ,LP.LPI.TIME.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DYN.NCOM.ZS,SH.DYN.NCOM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.DEUL.CD,DC.DAC.DEUL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PV.EST,PV.EST,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.TOTL.MA.ZS,SP.POP.TOTL.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.SOPO,SI.POV.SOPO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.GRT.TECH.CD.WD,BX.GRT.TECH.CD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,MS.MIL.TOTL.P1,MS.MIL.TOTL.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.GSR.GNFS.CD,BX.GSR.GNFS.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BN.TRF.CURR.CD,BN.TRF.CURR.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.PRSL.ZS,SE.PRM.PRSL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PV.PER.RNK,PV.PER.RNK,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.7074.FE.5Y,SP.POP.7074.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GF.XPD.BUDG.ZS,GF.XPD.BUDG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.INCD,SH.HIV.INCD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.EGY.PRIM.PP.KD,EG.EGY.PRIM.PP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.XD.WD,TM.VAL.MRCH.XD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.WASH.P5,SH.STA.WASH.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.GBRL.CD,DC.DAC.GBRL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.MIBR.CD,DT.NFL.MIBR.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.2529.FE.5Y,SP.POP.2529.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.PTD.TOTL.ZS,ER.PTD.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.P3.OE,IC.BRE.P3.OE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.GDP.PUSE.KO.PP.KD,EG.GDP.PUSE.KO.PP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ADVN.ZS,SL.TLF.ADVN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.MANF.KD,NV.IND.MANF.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.SRV.EMPL.KD,NV.SRV.EMPL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.H2O.FWAG.ZS,ER.H2O.FWAG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.BI.P1,IC.BRE.BI.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CC.PER.RNK.LOWER,CC.PER.RNK.LOWER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.FUEL.ZS.UN,TX.VAL.FUEL.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDS.TOTL.ZS,NY.GDS.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.FPRV.CN,NE.GDI.FPRV.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.1564.MA.ZS,SP.POP.1564.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IE.PPN.ENGY.CD,IE.PPN.ENGY.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.EXS.ZS,IC.FRM.EXS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.R5.ZS,TM.VAL.MRCH.R5.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FM.AST.PRVT.GD.ZS,FM.AST.PRVT.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.AUSL.CD,DC.DAC.AUSL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.DDAY,SI.POV.DDAY,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.LMIC,SI.POV.LMIC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.UMIC,SI.POV.UMIC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.1524.FE.ZS,SH.HIV.1524.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CH4.BU.MT.CE.AR5,EN.GHG.CH4.BU.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.IAEA.CD,DT.NFL.IAEA.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.NET.SECR,IT.NET.SECR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.ELC.OUTG.ZS,IC.ELC.OUTG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.PRVT.CD,NE.CON.PRVT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.SPRP.CD,DT.NFL.SPRP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.OOPC.PC.CD,SH.XPD.OOPC.PC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.TOTL.RU.K2,AG.LND.TOTL.RU.K2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.NENR.MA,SE.SEC.NENR.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.TRF.CURR.CD,BX.TRF.CURR.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.1524.MA.NE.ZS,SL.UEM.1524.MA.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.CSEC.ZS,SE.XPD.CSEC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.FSM.TOTL.CN,NV.FSM.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.NGAS.RT.ZS,NY.GDP.NGAS.RT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.ODA.ODAT.GI.ZS,DT.ODA.ODAT.GI.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.ODA.ODAT.KD,DT.ODA.ODAT.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RQ.EST,RQ.EST,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.TCAQ.MA.ZS,SE.SEC.TCAQ.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.MLR.TRET.ZS,SH.MLR.TRET.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_EDUC_TO,HD_HCIP_EDUC_TO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.TOTL,SP.POP.TOTL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.AGR.0714.FE.ZS,SL.AGR.0714.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.DEBT.XQ,IQ.CPA.DEBT.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.METG.ZS,IC.FRM.METG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.MKTP.PP.KD,NY.GNP.MKTP.PP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.REV.GOTR.CN,GC.REV.GOTR.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.INTP.ZS,GC.XPN.INTP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.CD.WT,TM.VAL.MRCH.CD.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.NINT.MA.ZS,SE.PRM.NINT.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.65UP.MA.ZS,SP.POP.65UP.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MANF.WM.FN.ZS,TM.TAX.MANF.WM.FN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.VAW.REAS.ZS,SG.VAW.REAS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.PMTC.ZS,SH.HIV.PMTC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.BASS.ZS,SH.STA.BASS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MRCH.WM.AR.ZS,TM.TAX.MRCH.WM.AR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FB.CBK.BRWR.P3,FB.CBK.BRWR.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FD.AST.PRVT.GD.ZS,FD.AST.PRVT.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.GRT.EXTA.CD.WD,BX.GRT.EXTA.CD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.DST.FRST.20,SI.DST.FRST.20,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.MRN.PTMR.ZS,ER.MRN.PTMR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DYN.AIDS.ZS,SH.DYN.AIDS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FI.RES.TOTL.CD,FI.RES.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.ELC.FOSL.ZS,EG.ELC.FOSL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.MKTP.KD,NY.GNP.MKTP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.POP.EL5M.RU.ZS,EN.POP.EL5M.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DSTC.ZS,DT.DOD.DSTC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.TRVL.ZS.WT,TX.VAL.TRVL.ZS.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VA.STD.ERR,VA.STD.ERR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_lm_alllm.cov_pop_tot,per_lm_alllm.cov_pop_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.EXP.GNFS.KD.ZG,NE.EXP.GNFS.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.FCST.CN,NY.GDP.FCST.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CH4.MT.CE.AR5,EN.GHG.CH4.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.TRF.NCTR.CD,NY.TRF.NCTR.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.POP.EL5M.UR.ZS,EN.POP.EL5M.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.H2O.FWTL.K3,ER.H2O.FWTL.K3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.PRES.XQ,IQ.CPA.PRES.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.GOVT.ZS,NE.CON.GOVT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.AL.ZS,TX.VAL.MRCH.AL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RL.NO.SRC,RL.NO.SRC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.TOTL.RT.ZS,NY.GDP.TOTL.RT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_sa_allsa.ben_q1_tot,per_sa_allsa.ben_q1_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.BFED.ZS,SH.STA.BFED.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.PCAP.PP.CD,NY.GNP.PCAP.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.MKTP.CN.AD,NY.GNP.MKTP.CN.AD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,LP.EXP.DURS.MD,LP.EXP.DURS.MD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CM.MKT.LCAP.GD.ZS,CM.MKT.LCAP.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.GDP.FWTL.M3.KD,ER.GDP.FWTL.M3.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.IT.OS,IC.BRE.IT.OS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.TOTL.CD,DC.DAC.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.NEET.MA.ZS,SL.UEM.NEET.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRE.TCAQ.MA.ZS,SE.PRE.TCAQ.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.TCAQ.ZS,SE.PRM.TCAQ.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.NNTY.CD,NY.ADJ.NNTY.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.MNF.0714.MA.ZS,SL.MNF.0714.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.FAM.0714.FE.ZS,SL.FAM.0714.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.GSR.TOTL.CD,BX.GSR.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.TRNG.ZS,IC.FRM.TRNG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.IP.MT.CE.AR5,EN.GHG.N2O.IP.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.ATM.PM25.MC.T3.ZS,EN.ATM.PM25.MC.T3.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PV.PER.RNK.LOWER,PV.PER.RNK.LOWER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.SVR.WAST.ZS,SH.SVR.WAST.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.WAST.MA.ZS,SH.STA.WAST.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.TRD.GNFS.ZS,NE.TRD.GNFS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.SERV.CD.WT,TX.VAL.SERV.CD.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.DAB.DEFL.ZS,NE.DAB.DEFL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CM.MKT.LCAP.CD,CM.MKT.LCAP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.WHOL.CD,DT.NFL.WHOL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GSR.NFCY.KN,NY.GSR.NFCY.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ENR.SECO.FM.ZS,SE.ENR.SECO.FM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.MNF.TXTL.ZS.UN,NV.MNF.TXTL.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.TCAQ.LO.ZS,SE.SEC.TCAQ.LO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.DNGY.CD,NY.ADJ.DNGY.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.INCD.14,SH.HIV.INCD.14,,long (each row is country-year-indicator),Actual indicator codes
