source,file,indicator_code,indicator_name,unit,data_format,notes,name_lower
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Total_Revenue_Excluding_Grants1,Total_Revenue_Excluding_Grants1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,total_revenue_excluding_grants1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Total_Resource_Revenue_Unnamed_22_level_1,Total_Resource_Revenue_Unnamed_22_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,total_resource_revenue_unnamed_22_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_Excluding_SC,Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Resource_Taxes_Unnamed_26_level_1,Resource_Taxes_Unnamed_26_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,resource_taxes_unnamed_26_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,NonResource_Tax_Excluding_SC,NonResource_Tax_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,nonresource_tax_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Direct_Taxes_Excluding_SC,Direct_Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,direct_taxes_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Direct_Taxes_Excluding_SC1,Direct_Taxes_Excluding_SC1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,direct_taxes_excluding_sc1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_payroll_workforce_unnamed_40_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Property_Taxes_Unnamed_41_level_1,Property_Taxes_Unnamed_41_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,property_taxes_unnamed_41_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Indirect_Taxes_Total,Indirect_Taxes_Total,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,indirect_taxes_total
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Indirect_Taxes_Resource_Component,Indirect_Taxes_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,indirect_taxes_resource_component
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Indirect_Taxes_NonResource_Component,Indirect_Taxes_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,indirect_taxes_nonresource_component
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_Goods_and_Services_Total,Taxes_on_Goods_and_Services_Total,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_goods_and_services_total
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_goods_and_services_ow_general_sales_vat_turnover_tfct
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_Goods_and_Services_VAT,Taxes_on_Goods_and_Services_VAT,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_goods_and_services_vat
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_Goods_and_Services_ow_Excises,Taxes_on_Goods_and_Services_ow_Excises,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_goods_and_services_ow_excises
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_International_Trade_Total,Taxes_on_International_Trade_Total,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_international_trade_total
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_International_Trade_ow_Import,Taxes_on_International_Trade_ow_Import,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_international_trade_ow_import
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Taxes_on_International_Trade_ow_Export,Taxes_on_International_Trade_ow_Export,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,taxes_on_international_trade_ow_export
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Other_Taxes_Unnamed_52_level_1,Other_Taxes_Unnamed_52_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,other_taxes_unnamed_52_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,NonTax_Revenue_Total,NonTax_Revenue_Total,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,nontax_revenue_total
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,NonTax_Revenue_Resource_Component,NonTax_Revenue_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,nontax_revenue_resource_component
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,NonTax_Revenue_NonResource_Component,NonTax_Revenue_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,nontax_revenue_nonresource_component
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Social_Contributions_Unnamed_56_level_1,Social_Contributions_Unnamed_56_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,social_contributions_unnamed_56_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Grants_Unnamed_57_level_1,Grants_Unnamed_57_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,grants_unnamed_57_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,General_Notes_Unnamed_58_level_1,General_Notes_Unnamed_58_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,general_notes_unnamed_58_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,caution1_accuracy_quality_or_comparability_of_data_is_questionable_unnamed_59_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Caution_1_Notes_Unnamed_60_level_1,Caution_1_Notes_Unnamed_60_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,caution_1_notes_unnamed_60_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,caution3_unexcluded_resource_revenue_are_marginal_but_nonnegligible_unnamed_62_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Resource_Revenue_Notes_Unnamed_63_level_1,Resource_Revenue_Notes_Unnamed_63_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,resource_revenue_notes_unnamed_63_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - PCTGDP,Social_contributions_notes_Unnamed_65_level_1,Social_contributions_notes_Unnamed_65_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::PCTGDP,social_contributions_notes_unnamed_65_level_1
UNU-WIDER,UNUWIDERGRD_2025_Central - GDP,GDP_lcu_mn_IMF_WEO_Unnamed_3_level_1,GDP_lcu_mn_IMF_WEO_Unnamed_3_level_1,,wide,Sheet type: UNUWIDERGRD_2025_Central::GDP,gdp_lcu_mn_imf_weo_unnamed_3_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Database_source_Unnamed_0_level_1,Database_source_Unnamed_0_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,database_source_unnamed_0_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Government_Unnamed_1_level_1,Government_Unnamed_1_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,government_unnamed_1_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,datastatuscode_Unnamed_2_level_1,datastatuscode_Unnamed_2_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,datastatuscode_unnamed_2_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Data_status_Unnamed_7_level_1,Data_status_Unnamed_7_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,data_status_unnamed_7_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,currency_Unnamed_13_level_1,currency_Unnamed_13_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,currency_unnamed_13_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,GDP_lcu_mn_Unnamed_14_level_1,GDP_lcu_mn_Unnamed_14_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,gdp_lcu_mn_unnamed_14_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Common_GDP_Series_Unnamed_15_level_1,Common_GDP_Series_Unnamed_15_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,common_gdp_series_unnamed_15_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Flag_1_if_substitute_GDP_0_if_leave_alone_Unnamed_16_level_1,Flag_1_if_substitute_GDP_0_if_leave_alone_Unnamed_16_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,flag_1_if_substitute_gdp_0_if_leave_alone_unnamed_16_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Revenue_Data_Scalar_Unnamed_17_level_1,Revenue_Data_Scalar_Unnamed_17_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,revenue_data_scalar_unnamed_17_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Total_Revenue_Excluding_Grants,Total_Revenue_Excluding_Grants,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,total_revenue_excluding_grants
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Total_Revenue_Excluding_Grants1,Total_Revenue_Excluding_Grants1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,total_revenue_excluding_grants1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Total_Resource_Revenue_Unnamed_22_level_1,Total_Resource_Revenue_Unnamed_22_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,total_resource_revenue_unnamed_22_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_Excluding_SC,Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Resource_Taxes_Unnamed_26_level_1,Resource_Taxes_Unnamed_26_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,resource_taxes_unnamed_26_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,NonResource_Tax_Excluding_SC,NonResource_Tax_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,nonresource_tax_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Direct_Taxes_Excluding_SC,Direct_Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,direct_taxes_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Direct_Taxes_Excluding_SC1,Direct_Taxes_Excluding_SC1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,direct_taxes_excluding_sc1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_payroll_workforce_unnamed_40_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Property_Taxes_Unnamed_41_level_1,Property_Taxes_Unnamed_41_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,property_taxes_unnamed_41_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Indirect_Taxes_Total,Indirect_Taxes_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,indirect_taxes_total
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Indirect_Taxes_Resource_Component,Indirect_Taxes_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,indirect_taxes_resource_component
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Indirect_Taxes_NonResource_Component,Indirect_Taxes_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,indirect_taxes_nonresource_component
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_Goods_and_Services_Total,Taxes_on_Goods_and_Services_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_goods_and_services_total
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_goods_and_services_ow_general_sales_vat_turnover_tfct
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_Goods_and_Services_VAT,Taxes_on_Goods_and_Services_VAT,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_goods_and_services_vat
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_Goods_and_Services_ow_Excises,Taxes_on_Goods_and_Services_ow_Excises,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_goods_and_services_ow_excises
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_International_Trade_Total,Taxes_on_International_Trade_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_international_trade_total
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_International_Trade_ow_Import,Taxes_on_International_Trade_ow_Import,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_international_trade_ow_import
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_International_Trade_ow_Export,Taxes_on_International_Trade_ow_Export,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,taxes_on_international_trade_ow_export
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Other_Taxes_Unnamed_52_level_1,Other_Taxes_Unnamed_52_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,other_taxes_unnamed_52_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,NonTax_Revenue_Total,NonTax_Revenue_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,nontax_revenue_total
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,NonTax_Revenue_Resource_Component,NonTax_Revenue_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,nontax_revenue_resource_component
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,NonTax_Revenue_NonResource_Component,NonTax_Revenue_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,nontax_revenue_nonresource_component
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_Contributions_Unnamed_56_level_1,Social_Contributions_Unnamed_56_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,social_contributions_unnamed_56_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Grants_Unnamed_57_level_1,Grants_Unnamed_57_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,grants_unnamed_57_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,General_Notes_Unnamed_58_level_1,General_Notes_Unnamed_58_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,general_notes_unnamed_58_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,caution1_accuracy_quality_or_comparability_of_data_is_questionable_unnamed_59_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Caution_1_Notes_Unnamed_60_level_1,Caution_1_Notes_Unnamed_60_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,caution_1_notes_unnamed_60_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,caution3_unexcluded_resource_revenue_are_marginal_but_nonnegligible_unnamed_62_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Resource_Revenue_Notes_Unnamed_63_level_1,Resource_Revenue_Notes_Unnamed_63_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,resource_revenue_notes_unnamed_63_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_contributions_notes_Unnamed_65_level_1,Social_contributions_notes_Unnamed_65_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,social_contributions_notes_unnamed_65_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_contributions_notes_Unnamed_66_level_1,Social_contributions_notes_Unnamed_66_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,social_contributions_notes_unnamed_66_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_contributions_notes_Unnamed_73_level_1,Social_contributions_notes_Unnamed_73_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU,social_contributions_notes_unnamed_73_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Database_source_Unnamed_0_level_1,Database_source_Unnamed_0_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,database_source_unnamed_0_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Government_Unnamed_1_level_1,Government_Unnamed_1_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,government_unnamed_1_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,datastatuscode_Unnamed_2_level_1,datastatuscode_Unnamed_2_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,datastatuscode_unnamed_2_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Data_status_Unnamed_7_level_1,Data_status_Unnamed_7_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,data_status_unnamed_7_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,currency_Unnamed_13_level_1,currency_Unnamed_13_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,currency_unnamed_13_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,GDP_lcu_mn_Unnamed_14_level_1,GDP_lcu_mn_Unnamed_14_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,gdp_lcu_mn_unnamed_14_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Common_GDP_Series_Unnamed_15_level_1,Common_GDP_Series_Unnamed_15_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,common_gdp_series_unnamed_15_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Flag_1_if_substitute_GDP_0_if_leave_alone_Unnamed_16_level_1,Flag_1_if_substitute_GDP_0_if_leave_alone_Unnamed_16_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,flag_1_if_substitute_gdp_0_if_leave_alone_unnamed_16_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Revenue_Data_Scalar_Unnamed_17_level_1,Revenue_Data_Scalar_Unnamed_17_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,revenue_data_scalar_unnamed_17_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Total_Revenue_Excluding_Grants,Total_Revenue_Excluding_Grants,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,total_revenue_excluding_grants
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Total_Revenue_Excluding_Grants1,Total_Revenue_Excluding_Grants1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,total_revenue_excluding_grants1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Total_Resource_Revenue_Unnamed_22_level_1,Total_Resource_Revenue_Unnamed_22_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,total_resource_revenue_unnamed_22_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_Excluding_SC,Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Resource_Taxes_Unnamed_26_level_1,Resource_Taxes_Unnamed_26_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,resource_taxes_unnamed_26_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonResource_Tax_Excluding_SC,NonResource_Tax_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,nonresource_tax_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Direct_Taxes_Excluding_SC,Direct_Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,direct_taxes_excluding_sc
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Direct_Taxes_Excluding_SC1,Direct_Taxes_Excluding_SC1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,direct_taxes_excluding_sc1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_payroll_workforce_unnamed_40_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Property_Taxes_Unnamed_41_level_1,Property_Taxes_Unnamed_41_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,property_taxes_unnamed_41_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Indirect_Taxes_Total,Indirect_Taxes_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,indirect_taxes_total
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Indirect_Taxes_Resource_Component,Indirect_Taxes_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,indirect_taxes_resource_component
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Indirect_Taxes_NonResource_Component,Indirect_Taxes_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,indirect_taxes_nonresource_component
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_Total,Taxes_on_Goods_and_Services_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_goods_and_services_total
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_goods_and_services_ow_general_sales_vat_turnover_tfct
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_VAT,Taxes_on_Goods_and_Services_VAT,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_goods_and_services_vat
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_ow_Excises,Taxes_on_Goods_and_Services_ow_Excises,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_goods_and_services_ow_excises
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_International_Trade_Total,Taxes_on_International_Trade_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_international_trade_total
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_International_Trade_ow_Import,Taxes_on_International_Trade_ow_Import,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_international_trade_ow_import
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_International_Trade_ow_Export,Taxes_on_International_Trade_ow_Export,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,taxes_on_international_trade_ow_export
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Other_Taxes_Unnamed_52_level_1,Other_Taxes_Unnamed_52_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,other_taxes_unnamed_52_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonTax_Revenue_Total,NonTax_Revenue_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,nontax_revenue_total
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonTax_Revenue_Resource_Component,NonTax_Revenue_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,nontax_revenue_resource_component
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonTax_Revenue_NonResource_Component,NonTax_Revenue_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,nontax_revenue_nonresource_component
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Social_Contributions_Unnamed_56_level_1,Social_Contributions_Unnamed_56_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,social_contributions_unnamed_56_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Grants_Unnamed_57_level_1,Grants_Unnamed_57_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,grants_unnamed_57_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,General_Notes_Unnamed_58_level_1,General_Notes_Unnamed_58_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,general_notes_unnamed_58_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,caution1_accuracy_quality_or_comparability_of_data_is_questionable_unnamed_59_level_1
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Caution_1_Notes_Unnamed_60_level_1,Caution_1_Notes_Unnamed_60_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP,caution_1_notes_unnamed_60_level_1
